,ReviewID,Cochrane_Title
297,CD007893,Adding low-dose cyclosporin A to parenteral gold therapy in rheumatoid arthritis: a double-blind placebo-controlled study
298,CD006103,"Efficacy of varenicline, an α4ß2 nicotinic acetylcholine receptor partial agonist, vs placebo or sustained-release bupropion for smoking cessation"
299,CD000234,"Propranolol in schizophrenia: a double-blind, placebo-controlled trial of propranolol as an adjunct to neuroleptic medication"
300,CD008184,Simvastatin attenuates serum markers of vasospasm after aneurysmal subarachnoid hemorrhage
301,CD001401,Does chest physiotherapy improve mucus removal in patients with cystic fibrosis? [abstract]
302,CD001359,Olanzapine in the treatment of schizophrenia: an open label comparitive trial from North India
303,CD005506,Antiemetic activity of ondansetron in acute gastroenteritis
304,CD006884,"Methotrexate in chronic active Crohn's disease: a double-blind, randomized, Israeli multicenter trial"
305,CD001861,"Recurrent symptoms following traumatic corneal abrasion: prevalence, severity, and the effect of a simple regimen of prophylaxis"
306,CD006768,Effectiveness of base in prism for presbyopes with convergence insufficiency
307,CD006681,"Prolonged thromboprophylaxis with Dalteparin after surgical treatment of achilles tendon rupture: a randomized, placebo-controlled study"
308,CD007339,Improved short-term survival with pentoxifylline treatment in severe acute alcoholic hepatitis
309,CD001027,Manual-based cognitive behaviour therapy for chronic fatigue syndrome: therapists' adherence and perceptions
310,CD009092,"Randomized, prospective comparison of cefoxitin and gentamicin-clindamycin in the treatment of acute colonic diverticulitis"
311,CD000951,The effect of folic acid supplementation on the toxicity of low-dose methotrexate in patients with rheumatoid arthritis
312,CD008653,Clinical efficacy and safety of successful long-term urate lowering with febuxostat or allopurinol in subjects with gout
313,CD001915,Inhaled steroid treatment of CF patients with chronic pseudomonas aeruginosa (P.a.) lung infection [abstract]
314,CD004487,[The efficacy of paracetamol (Tylenol) and acetyl salicylic acid (Aspirin) in treating postoperative pain]
315,CD007039,Perceptual training in patients with left hemiplegia
316,CD005110,Controlled trial of hypnotherapy in the treatment of severe refractory irritable-bowel syndrome
317,CD002744,Zanamivir prophylaxis: an effective strategy for the prevention of influenza types A and B within households
318,CD004413,"Imipramine in alopecia areata. A double-blind, placebo-controlled study"
319,CD002839,Isradipine in patients with acute ischaemic cerebral infarction
320,CD008148,"Antepartum corticosteroids: disease stabilization in patients with the syndrome of hemolysis, elevated liver enzymes, and low platelets (HELLP)"
321,CD000160,Benefits of carotid patching: a randomized study
322,CD004783,Erythromycin in acute laryngitis in adults
323,CD008386,Simvastatin treatment in patients with relapsing-remitting multiple sclerosis receiving interferon beta 1a: a double blind randomized controlled trial
324,CD001530,Early nutrition support modifies immune function in patients sustaining severe head injury
325,CD006275,The effects of skin-to-skin contact during acute pain in preterm newborns
326,CD005169,"Double-Blind, Randomized, Placebo-Controlled Trials of Ethyl-Eicosapentanoate in the Treatment of Bipolar Depression and Rapid Cycling Bipolar Disorder"
327,CD002771,Comparison of skin-to-skin contact with standard contact in low-birth-weight infants who are breast-fed
328,CD003219,Treatment of carpal tunnel syndrome with nerve and tendon gliding exercises
329,CD001385,Salmeterol xinafoate in the treatment of mild to moderate asthma in primary care-UK Study Group
330,CD000189,Some aspects in the quantitation of inflammation in joints of patients suffering from rheumatoid arthritis
331,CD006638,Safety and therapeutical benefit of hemicraniectomy combined with mild hypothermia in comparison with hemicraniectomy alone in patients with malignant ischemic stroke
332,CD005430,Topical steroids in the treatment of central and paracentral corneal ulcers
333,CD006524,Randomised controlled trial of a collaborative care model with psychiatric consultation for persistent medically unexplained symptoms in general practice
334,CD000443,Comparison of short (3-day) hospitalization followed by home care treatment and conventional (10 day) hospitalization for acute ischaemic stroke
335,CD003252,Randomized study of early amniocentesis vs chorionic villus sampling: a technical and cytogenetic comparison of 650 patients
336,CD007922,The effect of an alveolar recruitment strategy on oxygenation during laparoscopic cholecystectomy
337,CD006983,Effect of epicondylectomy in early ulnar neuritis treated with steroids
338,CD000986,A randomized trial of iloprost in patients with intermittent claudication
339,CD004496,Intraventricular gentamicin therapy in gram-negative bacillary meningitis of infancy
340,CD009294,Randomised phase II marker lesion study evaluating effect of scheduling on response to intravesical gemcitabine in recurrent stage Ta urothelial cell carcinoma of the bladder
341,CD007811,Clinical trial with sulpiride and placebo in chronic schizophrenics study of 89 patients using the Harris-Letemendia-Willems scale
342,CD003541,"Effects of relaxation training, combining imagery and meditation on the stress level of Chinese nurses working in modern hospitals in Taiwan"
343,CD005108,A randomized trial of a lay person-led self-management group intervention for back pain patients in primary care
344,CD002817,Rhythmic auditory stimulation in gait training for Parkinson's disease patients
345,CD010210,"A double-blind, parallel-group, placebo controlled randomized, single dose, two center, modified factorial design study comparing the analgesic efficacy of Advil® (400 mg ibuprofen), Tylenol® Extra Strength (1000 mg acetaminophen), the combination of Advil (400 mg ibuprofen) and Tylenol Extra Strength (1000 mg acetaminophen), and the combination of Advil (200 mg ibuprofen) and Tylenol Extra Strength (500 mg acetaminophen) in patients experiencing postoperative dental pain"
346,CD005242,Operation safe crossing: using science within a community intervention
347,CD009401,Reduction in the use of surgery for glue ear: did national guidelines have an impact?
348,CD006170,Contamination of breast milk obtained by manual expression and breast pumps in mothers of very low birthweight infants
349,CD004193,"Treatment of detrusor hyperreflexia in multiple sclerosis: a double-blind, crossover clinical trial comparing methantheline bromide (Banthine), flavoxate chloride (Urispas) and meladrazine tartrate (Lisidonil)"
350,CD003119,Efficacy and tolerance of vinpocetine in ambulant patients suffering from mild to moderate organic psychosyndromes
351,CD006403,"Anthrax vaccine: immunogenicity and safety of a dose-reduction, route-change comparison study in humans"
352,CD002768,Randomized controlled study of in-hospital exercise training programs in children with cystic fibrosis
353,CD004715,Treatment of painful temporomandibular joints with a cyclooxygenase-2 inhibitor: a randomized placebo-controlled comparison of celecoxib to naproxen
354,CD002865,Use of mifepristone to ripen the cervix and induce labor in term pregnancies
355,CD004572,Effect of aldose reductase inhibition on nerve conduction and morphometry in diabetic neuropathy [erratum appears in Neurology 2001;56(8):1124]
356,CD006800,Combination of pentoxifylline with angiotensin converting enzyme inhibitors (ACEi) produces an additional reduction in microalbuminuria in hypertensive type 2 diabetic patients [abstract]
357,CD005046,Botulinum toxin versus pneumatic dilatation in the treatment of achalasia: a randomised trial
358,CD003566,Detrimental effects of beta-blockers in COPD. A concern for nonselective beta-blockers
359,CD005279,A prospective randomized study to compare ultrasound-guided with non-ultrasound guided double lumen internal jugular catheter insertion as a temporary hemodialysis access
360,CD001166,An investigation of patients with pulmonary tuberculosis in Kuwait in preparation for studies of immunotherapy with Mycobacterium vaccae
361,CD004118,Intermittent therapy with high-dose 5-aminosalicylic acid enemas for maintaining remission in ulcerative proctosigmoiditis
362,CD004985,A comparison of the effects of preoperative whole-body bathing with detergent alone and with detergent containing chlorhexidine gluconate on the frequency of wound infections after clean surgery. The European Working Party on Control of Hospital Infections
